,original,pre_processed_text,time_parsed,sentiments,predictions
498," @4shadow  I have been on a 20/4 IF routine for 3 yrs, as well as a 48 hr fast every weekend for 2 yrs,so no it wouldn't surprise me.","shadow i have been on a 20 4 if routine for 3 yrs, a well a a 48 hr fast every weekend for 2 yrs,so no it would not surprise me.",1685263725.770285,{'NEUTRAL': 0.6402407884597778},miscellaneous
499, @Idk  you dont get it. it was dangerous because when the muslims are fasting they get very testy  and extremely violent. bombings and beheadings all over the place.,dk you do not get it. it wa dangerous because when the muslim are fasting they get very test and extremely violent. bombing and beheading all over the place.,1685263725.772246,{'NEGATIVE': 0.9593659043312073},miscellaneous
500,"Not really, you all eat at dawn till the sunrise like crazy then go to fucking sleep after a meal which increases your heart rate.
In addition to your fucked up sleeping schedule..you sleep after suhur like at 3am for 2 -3 hours before work/school and go about the day with no WATER.. it's a disaster.","not really, you all eat at dawn till the sunrise like crazy then go to fucking sleep after a meal which increase your heart rate. in addition to your sucked up sleeping schedule.you sleep after sur like at 3am for 2 3 hour before work school and go about the day with no water. it is a disaster.",1685350125.774197,{'NEGATIVE': 0.9121934175491333},miscellaneous
501,​ @Smart Investor  LMAO ABSOLUTELY NOT,mart investor lmaz absolutely not,1685350125.776109,{'NEGATIVE': 0.5322948694229126},others
502,As long as you know you didn’t invent fasting though. You lot seem to think you did and think you own fasting or something lol,a long a you know you didn t invent fasting though. you lot seem to think you did and think you own fasting or something lol,1685436525.777926,{'NEUTRAL': 0.6325016617774963},miscellaneous
503,Which part of the Muslim world do you live in that the sun is in th sky for 16-18 hours per day?,which part of the muslim world do you live in that the sun is in th sky for 16 18 hour per day,1685868525.779874,{'NEUTRAL': 0.8175519704818726},miscellaneous
504,"​ @Jimmy  Gulf states, Albania (I guess), Bosnia","jimmy gulf states, albania (i guess), bosnia",1686041325.781871,{'NEUTRAL': 0.8934727311134338},miscellaneous
505,"​ @TwiceVelvet V  It's the fault of most people that misintepret what opening and closing are. They should be done with little food, as the prophet said.","wicevelvet v it is the fault of most people that misintepret what opening and closing are. they should be done with little food, a the prophet said.",1686041325.78384,{'NEGATIVE': 0.6319343447685242},miscellaneous
506,i used to do intermittent fasting too and ended up having binge eating disorder which took me years to recover. now i eat 4-6 meals between the days and i’m so much happier :)),i used to do intermittent fasting too and ended up having binge eating disorder which took me year to recover. now i eat 4 6 meal between the day and i m so much happier :),1685004525.952253,{'POSITIVE': 0.8728288412094116},miscellaneous
507,I realized that I trained better faster. So my morning workouts I would train faster after not eating for 12 hours and still wouldn’t eat until around 12pm. I discovered this by accident,i realized that i trained better faster. so my morning workout i would train faster after not eating for 12 hour and still wouldn t eat until around 12pm. i discovered this by accident,1685263725.954487,{'POSITIVE': 0.8869031667709351},miscellaneous
508,"Thermodynamically you're correct, the fly in your ointment is that your basal metabolic rate is not a fixed number. If you undereat consistently, your body will start turning down your metabolic processes to match the incoming energy. That's why most calorie restrictors have initial weight loss, followed by a plateau, followed by increasing misery, followed by a regain of the weight they lost. It has been documented many times.","thermodynamically you are correct, the fly in your intent is that your basal metabolic rate is not a fixed number. if you underwent consistently, your body will start turning down your metabolic process to match the incoming energy. that is why most calorie restriction have initial weight loss, followed by a plateau, followed by increasing misery, followed by a regain of the weight they lost. it ha been documented many times.",1685004526.146693,{'NEUTRAL': 0.5927707552909851},miscellaneous
509,"Anyone doing it correctly is eating appropriately, getting in their right macros. Those who treat it like a fad likely do not know what they are doing and will regain any weight lost when they stop. If you do it correctly you will be at your right weight as well as the benefits like autophagy and being metabolically healthy. Eating in a time restricted way isn't so much about restricting calories though as it is about not binging all day long and stimulating your digestive and metabolic systems.","anyone doing it correctly is eating appropriately, getting in their right macros. those who treat it like a fad likely do not know what they are doing and will regain any weight lost when they stop. if you do it correctly you will be at your right weight a well a the benefit like autophagy and being metabolically healthy. eating in a time restricted way is not so much about restricting calorie though a it is about not singing all day long and stimulating your digestive and metabolic systems.",1685004526.148502,{'NEUTRAL': 0.48702147603034973},miscellaneous
510,⁠ @Greg D  I think the answer to that is a diet that doesn’t restrict food intake but naturally has fewer calories (and more nutrients) like the WFPB (whole food plant based) diet.,reg d i think the answer to that is a diet that doesn t restrict food intake but naturally ha fewer calorie (and more nutrients) like the web (whole food plant based) diet.,1685090926.150419,{'NEUTRAL': 0.7259566187858582},miscellaneous
511,"Same bro, +2 years and counting. Skipped maybe 12 days.","same bro, +2 year and counting. skipped maybe 12 days.",1685090926.368025,{'NEUTRAL': 0.7701210975646973},others
512,Bro is out of content,bro is out of content,1685004526.752682,{'NEGATIVE': 0.8083186149597168},miscellaneous
