,Unnamed: 0,original,pre_processed_text,time_parsed,sentiments,predictions
550,550,I have been doing it for some months now and i realized that at some point my stomach knew it wouldn’t get food in the morning so my body got used to it after some weeks :) Also helped me at the gym (of course u need to get your proteins in the rest of the time!!) definitely recommendable!,i have been doing it for some month now and i realized that at some point my stomach knew it wouldn t get food in the morning so my body got used to it after some week :) also helped me at the gym (of course you need to get your protein in the rest of the time!) definitely commendable!,1685004527.108582,Positive,miscellaneous
551,551,wow 8 kg for 2 weeks that's unbelievable. For 2 months i've done 2kg at best. I'm 86 kg now.  Good job!,wow 8 kg for 2 week that is unbelievable. for 2 month i have done 2kg at best. i am 86 kg now. good job!,1685004527.288048,Positive,miscellaneous
552,552,It’s called « ZERO fasting and health tracker » by « zero longevity science »,it s called zero fasting and health tracker by zero longevity science,1685004527.461894,Neutral,miscellaneous
553,553,"Can i ask you a qs , did u gain weight from this habit or no ??","can i ask you a q , did you gain weight from this habit or no",1685004527.717357,Neutral,miscellaneous
554,554,Hard not to when your last name is Cheeseman.,hard not to when your last name is cheeseman.,1685004527.71861,Neutral,miscellaneous
555,555, @Meryem Elasri  Overall I actually lost some weight but mostly because I lost a bunch of muscle. Went from being super active to being somewhat lazy.,eye elastic overall i actually lost some weight but mostly because i lost a bunch of muscle. went from being super active to being somewhat lazy.,1685004527.719705,Positive,miscellaneous
556,556," @Matt D'Avella  Do not forget that ""Islam"" mentioned fasting 1400 years ago",att d'della do not forget that islam mentioned fasting 1400 year ago,1685004527.720789,Neutral,miscellaneous
557,557,​@a.manou1989 many cults have fasting to push their worshipers to mental limits,.manor1989 many cult have fasting to push their worshipper to mental limit,1685177327.722044,Negative,miscellaneous
558,558,​ @A.Manou19  You're so right. The One who created us knows what is best for us.,.manor19 you are so right. the one who created u know what is best for us.,1685436527.723234,Positive,miscellaneous
559,559," @A.Manou19  The Bible said to fast 2,000 years ago.",".manor19 the bible said to fast 2,0 year ago.",1686041327.724413,Neutral,miscellaneous
560,560," @God Pilled  Islam is true about everything 
bible is very wrong about so so so many things",od killed islam is true about everything bible is very wrong about so so so many thing,1686041327.725622,Negative,miscellaneous
561,561, @A.Manou19  Illiterate Muhammad poorly plagiarized the Bible. He also married a 6 year old 🤢.,.manor19 illiterate muhammad poorly plagiarized the bible. he also married a 6 year old .,1686127727.726709,Negative,miscellaneous
562,562,"Same for me. Been doing it for years. I don't get that afternoon crash anymore and I can focus on my work for longer. IDGAF what the experts say, I feel great doing it","same for me. been doing it for years. i do not get that afternoon crash anymore and i can focus on my work for longer. idea what the expert say, i feel great doing it",1685090927.880688,Positive,miscellaneous
563,563,I saw some casey neistat techniques in this video too! always a pleasure.,i saw some casey istat technique in this video too! always a pleasure.,1685004528.04552,Positive,miscellaneous
564,564,"It's not the same because from sunrise to sunset isn't 16 hours in most places. That's just fasting. Muslim fasting will see you breaking fast right in the early part of the bodys fat burning period. Same word, different concept.","it is not the same because from sunrise to sunset is not 16 hour in most places. that is just fasting. muslim fasting will see you breaking fast right in the early part of the body fat burning period. same word, different concept.",1685868528.238516,Negative,miscellaneous
565,565," @Jimmy  Hmm interesting. Appreciate the informative response. However, its typically 14 to 15 hours of fasting for 30 days. True some places have shorter times but this is for the majority of the world. Each year around 1.5  billion people fast 14-15 hours a day for 30 days straight. Subhanallah!","jimmy hmm interesting. appreciate the informative response. however, it typically 14 to 15 hour of fasting for 30 days. true some place have shorter time but this is for the majority of the world. each year around 1.5 billion people fast 14 15 hour a day for 30 day straight. subhanallah!",1685954928.239707,Positive,miscellaneous
